entity	neighbors
__nova_scotia_1	cape sable, nova scotia, canadian maritime provinces
__nova_zembla_1	russia, island
__novation_1	jurisprudence, replacement
__novelist_1	genet, luigi pirandello, goethe, giraudoux, author
__november_5_1	guy fawkes day, nov
__novena_1	devotion, church of rome
__novgorod_1	city, russia
__noviciate_1	faith, period
__novocain_1	ethocaine
__novosibirsk_1	city, russia
__nowadays_1	date, time
__nowness_1	timing, currency
__nrti_1	reverse transcriptase inhibitor, drug cocktail
__nu_1	greek alphabet, alphabetic character
__nub_1	bulge, part
__nubia_1	nubian, geographic area, africa
__nubian_1	ethnic group, nubia, egyptian
__nubian_desert_1	arabian desert
__nuclear_deterrence_1	armed forces, deterrence
__nuclear_physicist_1	born, physicist, lee, frisch
__nuclear_reaction_1	spallation, fusion, fission
__nuclear_reactor_1	moderator, apparatus, natural philosophy, breeder reactor, core
__nuclear_terrorism_1	act of terrorism
__nuclear_transplantation_1	biomedical cloning, biological research
__nuclear_weapon_1	w m, atomic warhead, fusion bomb
__nucleic_acid_1	ribonucleic acid, biochemistry, deoxyribonucleic acid
__nucleolar_organiser_1	anatomical structure, chromosome
__nucleole_1	cell nucleus, cell organ
__nucleon_1	baryon, nucleus
__nucleosynthesis_1	astronomy, synthesis
__nucleotide_1	u, ester
__nucleus_2	nucleon
__nucleus_4	astronomy, center, comet
__nude_2	individual, streaker
__nudge_1	elbow, force
__nudibranch_1	hermissenda crassicornis, gastropod
__nudibranchia_1	aplysiidae, animal order, genus hermissenda
__nudnick_1	yiddish, bore, blighter
__nuisance_1	jurisprudence, annoyance
__null_2	jurisprudence
__nullarbor_plain_1	australia, champaign
__nullification_2	cancellation, change of state
__nullipara_1	midwifery, adult female
__number_2	denominate, foliate
__number_8	linage, cardinal, factor, co ordinate, folio, difference, complex number, integer, cube, count, multiplier, score, no, constant, base
__number_cruncher_1	calculator
__number_representation_system_1	mathematical notation, base, positional notation
__numen_1	faith, disembodied spirit
__numidia_1	kingdom, north africa
__numididae_1	family phasianidae, genus numida, bird family
__nun_1	agnes gonxha bojaxhiu
__nun_3	hebraic alphabet, alphabetic character
__nunavut_1	district, canada
__nuncio_1	church of rome, diplomat
__nuphar_lutea_1	water lily, genus nuphar
__nuptse_1	sitsang
__nuremberg_1	city, deutschland
__nurse_1	care for, medicine
__nurse_6	head nurse, nurse patient relation, caregiver
__nurse_patient_relation_1	nurse, medical relation, patient
__nut_2	seed, cedar nut, mast, cola nut
__nut_4	nut and bolt, packing nut
__nut_and_bolt_1	fastener, nut, bolt
__nut_pine_1	pinon, mexican nut pine
__nut_tree_1	wing nut, hazel, walnut, carya illinoensis
__nutcracker_2	red breasted nuthatch, family sittidae, sitta carolinensis, european nuthatch
__nutcracker_3	corvine bird, genus nucifraga
__nutmeg_2	myristica fragrans, spice
__nutrition_1	biological process, physiology
__nutrition_3	homo, science
__nux_vomica_1	medicament
__nyala_1	city, republic of the sudan
__nyala_2	genus strepsiceros, harnessed antelope
__nyamuragira_1	belgian congo, volcano
__nyctaginia_capitata_1	genus nyctaginia, flower
__nyctanassa_violacea_1	night heron, genus nyctanassa
__nyctereutes_procyonides_1	wild dog, genus nyctereutes
__nycticebus_pygmaeus_1	lemur, genus nycticebus
__nyiragongo_1	belgian congo, volcano
__nylon_1	man made fiber, polyamide
__nymph_1	classical mythology, water nymph
__o_level_1	grade
__o_toole_1	actor
__oahu_1	hawaiian islands, capital of hawaii, pearl harbor, island, waikiki
__oak_1	wood, oak
__oak_2	acorn, live oak, japanese oak, white oak, scrub oak, chestnut oak, evergreen oak, genus quercus
__oak_chestnut_1	castanopsis, tree
__oakland_1	city, port
__oar_1	blade, implement
__oarlock_1	holder, dinghy
__oarsman_1	boater, sculler
__oas_1	antigua and barbuda, bahama islands, global organization, republic of trinidad and tobago, grenada, ecuador, jamaica, commonwealth of dominica, haiti, republic of venezuela, guatemala, uruguay, honduras, chile, saint lucia, dominican republic, america, colombia, argentina, mexico, cuba, brasil
__oasis_1	desert, parcel
__oat_1	avena, cereal
__oath_3	promise, bayat
__oatmeal_2	porridge, meal
__oaxaca_1	city, mexico
__obbligato_1	section, motif
__obedience_2	submissiveness, flexibility
__oberson_1	dark ages, faerie, folklore
__obey_1	abide by, adapt
__object_1	disapprove
__object_3	stuff, catch, dry land, ribbon, unit, animate thing, keepsake, ground, part, remains, formation, location, film, prop, small beer, floater, head, web, curio
__object_5	constituent, grammar
__object_6	cognitive content, center
__object_language_1	language, programing language
__object_oriented_database_management_system_1	database management system, hypermedia
__object_oriented_programing_language_1	programing language, java, computer science
__objectification_1	actualisation
__objection_2	complaint, demur, dissent
__objection_4	recusation, jurisprudence, procedure
__oblation_1	offertory
__obligation_2	state, financial obligation
__oblique_1	ablative, accusative, genitive, case
__oblique_3	diagonal
__obolus_1	g, weight
__obscurantism_1	deceit
__obscurity_2	standing, limbo, humbleness
__observance_1	look, sighting
__observation_5	comment
__observe_4	watch
__obstacle_1	hurdle, hang up, barrier, balk
__obstacle_2	impediment, hazard
__obstinate_2	bolshy, bloody minded
__obstructer_1	controversialist
__obstruction_4	blockage, obstruction of justice
__obstruction_5	check, maneuver
__obstruction_of_justice_1	jurisprudence, obstruction
__obstruent_1	continuant
__obtain_1	carry, derive, dig up, procure, shop
__obverse_2	side, coin, head
__obvious_1	frank
__occasion_6	chance, cut rate sale
__occidentalism_1	arts
__occipital_bone_1	membrane bone, occipital protuberance
__occipital_gyrus_1	convolution, occipital lobe
__occipital_lobe_1	occipital gyrus, lobe, cerebral cortex
__occipital_protuberance_1	bulge, occipital bone
__occipitomastoid_suture_1	fibrous joint
__occiput_1	human head, bone
__occluded_front_1	meteorology, front
__occlusion_1	embolism, thrombosis
__occlusion_3	position, dental medicine
__occlusive_1	glottal catch, explosion, implosion, labial stop
__occult_4	destiny, theurgy, causal agency, spiritual being
__occultism_1	bailiwick
__occultist_1	psychic, magician
__occupancy_1	abidance, habitation
__occupant_1	coaster, metropolitan, latin american, denizen
__occupational_group_1	community, body
__occupational_safety_and_health_administration_1	department of labor, agency
__occupier_2	armed forces, man
__occur_3	geminate
__ocean_1	deep, antarctic ocean, hydrosphere, indian ocean, shore
__ocean_current_1	el nino, current
__ocean_trip_1	cruise
__oceania_1	melanesia, archipelago, pacific, micronesia
__ocellus_1	eye
__ocher_1	orange yellow, earth color
__oct_1	columbus day, gregorian calendar, october 24
__octant_1	measuring device, limb
__octillion_1	large integer
__october_24_1	day, oct
__october_revolution_1	coup
__octopod_1	octopoda, cephalopod, devilfish, argonaut
__octopoda_1	octopod, dibranchia
__ocyurus_chrysurus_1	snapper
__odd_toed_ungulate_1	rhino, order perissodactyla, tapir, hoofed mammal
__oder_1	poland, river, deutschland
__odesa_1	city
__odessa_2	city, lone star state
__odocoileus_virginianus_1	cervid, genus odocoileus
__odonata_1	odonate, class hexapoda, anisoptera, suborder zygoptera
__odonate_1	insect, odonata, darning needle
__odontoceti_1	delphinidae, family physeteridae, family platanistidae, animal order
__odontoglossum_1	orchid, genus odontoglossum
__odontoid_process_1	appendage, axis
__odor_2	fetor, aroma, aesthesis
__odorize_1	cause to be perceived
__oedogoniales_1	protoctist order, chlorophyceae
__oenanthe_aquatica_1	poisonous plant, genus oenanthe
__oenomel_1	beverage
__oestrus_ovis_1	botfly, genus oestrus
__offence_1	dirty war, push back
__offender_1	miscreant, delinquent, evildoer, no show, bad person, ganef, defector, aggressor, beguiler
__offer_1	furnish
__offer_12	content, tender offer, marriage offer, special
__offer_2	give
__offer_price_1	securities market, asking price
__offertory_2	eucharist, oblation
__office_4	state, governance
__office_5	little office, religious rite, divine office, office of the dead
__office_bearer_1	incumbent
__office_block_1	business office
__office_furniture_1	file, article of furniture
__office_of_inspector_general_1	independent agency, federal trade commission
__office_of_intelligence_support_1	department of the treasury, ic
__office_of_naval_intelligence_1	navy
__office_of_the_dead_1	church of rome, office
__officeholder_1	functionary, sergeant at arms
__officer_4	law officer, detective, constabulary, police matron, constable, captain, traffic cop
__officer_5	captain, privateer
__official_2	ref, timekeeper, adjudicator
__official_3	formalised, authorised
__official_7	constituted, church
__officiate_1	perform, marry
__offing_2	briny, body of water
__offside_1	athletics, error
__offspring_3	young fish, young mammal, animal, spat, young bird
__ogalala_1	red cloud, lakota, siouan
__ogden_2	beehive state, town
__ogre_2	giant, folklore
__ohio_2	america, river
__ohio_state_university_1	capital of ohio, university
__oil_1	oil paint, cover
__oil_3	sassafras oil, hedeoma oil, cohune nut oil, colza oil, fuel oil, motor oil, flaxseed oil, croton oil, calamus oil, safflower oil, spike lavender oil
__oil_4	olive oil, sesame oil, soyabean oil, coconut oil, walnut oil, madia oil, sunflower seed oil, palm oil, groundnut oil, margarin, cottonseed oil, drying oil, corn oil, safflower oil
__oil_business_1	pipeline company, oil company
__oil_cartel_1	opec, cartel
__oil_company_1	oil business, company
__oil_filter_1	filter, force feed lubricating system
__oil_gland_1	glandulae sebaceae, preen gland
__oil_of_turpentine_1	essential oil
__oil_of_vitriol_1	acid
__oil_of_wintergreen_1	checkerberry, flavorer
__oil_paint_1	oil, paint
__oil_painting_1	painting
__oil_palm_1	palm kernel, elaeis
__oil_pump_1	pump, force feed lubricating system
__oil_refinery_1	refinery, cat cracker, reformer
__oil_rich_seed_1	seed, candlenut, cottonseed, rapeseed
__oil_tanker_1	cargo ship
__oilcan_1	nose, can
__oink_1	emit
__oireachtas_1	seanad, parliament
__ojos_del_salado_1	andes, mountain peak, chile, argentina
__ok_1	american state, llano estacado, platt national park, capital of oklahoma, muskogee, tulsa, red, canadian
__oka_1	liquid measure
__okapi_1	genus okapia, camelopard
__okefenokee_swamp_1	swamp, everglade state
__okinawa_1	naha city, okinawa, island
__okinawa_2	second world war
__okra_1	abelmoschus esculentus, pod
__oktoberfest_2	festival
__ola_1	writing paper, corypha umbraculifera
__olaf_ii_1	king, saint
__old_1	ancient, ageing, nonagenarian
__old_age_pension_1	pension
__old_bailey_1	british capital, criminal court
__old_dominion_1	jamestown, clinch river, shenandoah river, yorktown, yorktwon, wilderness, portsmouth, norfolk, shenandoah national park, virginia beach, chancellorsville, lynchburg, shenandoah valley, hampton roads, battle of spotsylvania courthouse, potomac, rappahannock, roanoke, petersburg, confederacy, america, spotsylvania, james, wilderness campaign, battle of fredericksburg, battle of bull run, capital of virginia, bull run, alleghenies
__old_fashioned_1	cocktail
__old_maid_1	genus zinnia, flower
__old_man_3	begetter, dysphemism
__old_man_5	boss
__old_man_of_the_woods_1	bolete, genus strobilomyces
__old_master_1	giotto, hogarth, maestro, hans holbein, michelangelo
__old_testament_1	apocrypha, book of esther, japheth, lot, book of numbers, 1 chronicles, gomorrah, samson, book of joshua, fire and brimstone, ezekias, book of psalms, 1 samuel, delilah, saul, ham, book of nahum, sodom, sarah, haman, canticle of canticles, book of daniel, cain, golden calf, rebecca, laver, book of ezekiel, paralipomenon, solomon, book of zephaniah, psalm, book of micah, book of lamentations, book of leviticus, book of proverbs, amos, manna, testament, seth, nimrod, book of habakkuk, shem, jeroboam, rachel, bible, book of job, stacte, book of judges, book of nehemiah, hebrews
__old_woman_1	golden ager, adult female
__old_world_1	eastern hemisphere, region
__old_world_hop_hornbeam_1	hop hornbeam, genus ostrya
__old_world_jay_1	garrulus, jay
__old_world_oriole_1	golden oriole
__old_world_porcupine_1	hedgehog, brush tail porcupine, family hystricidae, long tailed porcupine
__old_world_quail_1	quail, coturnix
__old_world_vulture_1	vulture, aegypius monachus, egyptian vulture, griffon
__old_world_warbler_1	wren warbler, family sylviidae, warbler, blackcap, orthotomus sutorius
__old_world_white_pelican_1	genus pelecanus, pelican
__oldness_1	age
__olduvai_gorge_1	gorge, tanzania
__olea_lanceolata_1	olive tree, genus olea
__oleales_1	class dicotyledonae, plant order
__oleander_fern_1	genus oleandra, fern
__oleaster_1	elaeagnus, bush
__olecranon_1	appendage
__oleic_acid_1	olive oil, monounsaturated fatty acid
__oleophilic_1	lipophilic, chemical science
__oleoresin_1	gum terpentine, labdanum, balsam
__olfaction_1	nose
__olfactory_brain_1	piriform area
__oligocene_1	tertiary, epoch
__oligochaete_1	angleworm, class oligochaeta, annelid
__oligodendria_1	oligodendrocyte, glia
__oligodendrocyte_1	glial cell, oligodendria
__oligopoly_1	economic science, market
__oligoporus_leucospongia_1	family polyporaceae, polypore
__oligosaccharide_1	carbohydrate
__olive_1	european olive tree, fruit
__olive_3	european olive tree, relish, drupe
__olive_4	chromatic color, drab
__olive_drab_3	cloth, olive drab uniform
__olive_oil_1	oil, olive
__olive_tree_1	european olive tree, black maire, olea lanceolata
__olive_tree_agaric_1	agaric, genus pleurotus
__olivine_1	mineral
__olm_1	salamander, genus proteus
__olmec_1	american indian, federation of tribes
__olympia_2	peloponnese, champaign
__olympiad_1	athletic competition
__olympic_national_park_1	evergreen state, national park
__olympic_salamander_1	salamander, genus rhyacotriton
__omaha_2	city, cornhusker state
__omani_1	muscat and oman, arab
__omani_monetary_unit_1	baisa, omani rial
__omani_rial_1	baisa, omani monetary unit
__omar_khayyam_1	astronomer
__omasum_1	ruminant, breadbasket
__omdurman_1	city, republic of the sudan
__omega_2	greek alphabet, alphabetic character
__omega_6_1	polyunsaturated fatty acid, linolenic acid
__omega_centauri_1	bunch, centaur
__omelet_1	egg foo yong, dish
__omen_2	augury
__omerta_1	cosa nostra, code
__omicron_1	greek alphabet, alphabetic character
__omission_1	error, failure
__omomyid_1	taxon, order primates
__omsk_1	city, russia
__on_off_switch_1	dip switch, electric switch
__one_armed_bandit_1	coin machine, fruit machine
__one_member_1	general assembly, single
__one_million_million_million_1	large integer
__onion_1	bulb, allium cepa
__onion_3	spring onion, shallot, vegetable
__onion_louse_1	thrip
__onion_mildew_1	downy mildew, genus peronospora
__ononis_repens_1	subshrub, genus ononis
__ononis_spinosa_1	subshrub, genus ononis
__ontario_2	canada, canadian province, james bay, kingston, severn, lake saint clair, canadian falls, niagara, sudbury, canadian capital, toronto
__onychophoran_1	plicatoperipatus jamaicensis
__oort_cloud_1	astronomy, accumulation
__ooze_4	exudation, flow
__opacity_1	incomprehensibility
__opacity_2	quality, blurriness
__opal_1	mineral, opaque gem
__opaque_gem_1	coral, opal, chrysoberyl
__opcw_1	global organization
__opec_1	bharat, kingdom of saudi arabia, global organization, oil cartel, koweit, republic of venezuela, libya, dutch east indies
__open_1	break open, lance, breach
__open_2	establish
__open_3	change state
__open_4	commence, inaugurate
__open_5	grass, exfoliate, undo
__open_6	afford
__open_8	go, chess
__open_order_1	armed forces, military formation
__open_university_1	university
__opencast_1	excavation
__opening_10	hole, mouth, slit, gun muzzle, interstice, crack, breech, exit, embrasure, bell, spout, grille
__opening_14	beginning
__opening_3	cut, change of integrity
__opening_9	mouth, cervix, blastopore, naris, pylorus, fontanel, fenestra, spiracle
__opening_line_1	news article, line
__opera_1	bouffe, act, supertitle
__operate_1	work, financier, block
__operate_7	venesect, care for
__operating_budget_1	budget items, budget
__operating_capability_1	capability, envelope
__operating_system_1	executive program, computer software, computer science
__operation_11	activity, business
__operation_4	idle, action
__operation_5	suction, medical procedure, trepan, tracheostomy, curettage, fenestration, hypophysectomise, haemostasia, ablation, suturing, surgery, incision, hysterotomy, sterilisation, freeze, d and c, cauterisation, organ transplant, anaplasty, heart surgery
__operation_7	logic operation, access, data processing, computer operation
__operation_desert_storm_1	military operation, gulf war
__operational_2	armed forces, effective
__operational_casualty_1	damage, armed forces
__operative_2	detective, inquiry agent
__operator_1	function, identity
__operator_gene_1	cistron, operon
__operon_1	operator gene, regulator gene, deoxyribonucleic acid
__ophidia_1	ophidian, family typhlopidae, animal order, family hydrophidae, elapidae, colubridae, order squamata, family leptotyphlopidae, family viperidae
__ophidian_1	ophidia, colubrid, viper, sea snake, constrictor
__ophioglossales_1	class filicinae
__ophiurida_1	class ophiuroidea, class, brittle star
__ophryon_1	craniometric point, forehead
__ophthalmology_1	ametropia, myopia, astigmatism, medical specialty, hypermetropic
__opiate_1	morphia, codeine, fentanyl, diacetylmorphine
__opiliones_1	arachnida, animal order
__opinion_1	idea, judgement, belief
__opinion_3	content, conjecture
__opinion_5	jurisprudence, fatwa, judgement
__opisthobranchia_1	class, class gasteropoda
__opium_1	narcotic, opiate
__opium_poppy_1	genus papaver, poppy seed, poppy
__oporto_1	portugal, port
__opossum_1	brush tailed phalanger
__opossum_2	marsupial, didelphidae
__opossum_rat_1	caenolestes, marsupial
__opossum_shrimp_1	genus mysis, malacostracan crustacean
__opportunist_1	selfish person
__oppose_1	contend, argue
__oppose_5	act on, act, buck
__oppositeness_1	inverse, conflict, polarity
__opposition_1	reaction
__oppression_1	persecution
__oppressor_1	persecutor, disagreeable person, authoritarian
__opsanus_tau_1	batrachoididae, acanthopterygian
__opsin_1	iodopsin, protein, retinal purple
__opsonin_1	antibody, blood serum
__optative_1	sanskrit
__optical_device_1	optical prism, collimator, lens, device
__optical_disc_1	cd, memory device
__optical_instrument_1	binoculars, sight, projector, periscope, prism spectroscope, lens, instrument
__optical_phenomenon_1	parallax, incidence, physical phenomenon
__optical_prism_1	prism spectroscope, optical device
__optical_telescope_1	astronomical telescope, eyepiece
__optics_1	collimate, refract, aspheric, stigmatism, meniscus
__option_1	put, call
__opuntiales_1	cactaceae, plant order
__orach_1	herb, atriplex
__oracle_1	sibyl, diviner
__oracle_3	delphic oracle, shrine
__oral_1	exam
__oral_personality_1	analysis, personality
__oral_phase_1	analysis, babyhood, phase
__oral_presentation_1	address
__oran_1	city, algeria
__orang_1	genus pongo
__orange_1	bitter orange, orange peel, sweet orange, temple orange
__orange_2	chromatic color, river, republic of south africa
__orange_3	citrus nobilis, citrus, citrus sinensis
__orange_bat_1	leaf nosed bat
__orange_blossom_orchid_1	orchid, genus sarcochilus
__orange_group_1	foreign terrorist organization
__orange_juice_1	frozen orange juice, fruit crush
__orange_peel_1	peel, orange
__orange_yellow_1	ocher, yellow
__orangery_1	glasshouse, plantation
__orangewood_1	wood, orange
__orator_1	henry, burke, cicero
__oratory_1	address, declamation, valediction, nominating address
__orbison_1	singer, composer
__orbital_plane_1	plane, astronomy
__orchestra_1	musical group, section
__orchestra_2	seating, house
__orchestra_pit_1	area, house
__orchid_1	coeloglossum viride, helleborine, pogonia, bletia striata, orange blossom orchid, crested coral root, rein orchid, butterfly orchid, vanda, spider orchid, family orchidaceae, odontoglossum, indian crocus, sobralia, caladenia, catasetum macrocarpum, adam and eve, masdevallia, fen orchid, himantoglossum hircinum, vanilla, greenhood, moth orchid, brassia verrucosa, eburophyton austinae, liparis, broad leaved twayblade, habenaria bifolia, jewel orchid, common spotted orchid, cattleya citrina, fringed orchid, listera ovata, swan flower, green adder s mouth, cleistes rosea, phaius, stelis, ladiesslipper, cleistes divaricata, rattlesnake orchid, marsh orchid, brassia lawrenceana, venusslipper, helmet orchid, gymnadenia odoratissima, orchis, lesser twayblade, fragrant orchid, twayblade, cymbid, maxillaria, tangle orchid, flower, arethusa, greater butterfly orchid, stanhopea, coeloglossum bracteatum, tongue flower, pleurothallis, calopogon pulchellum, angrecum, laelia, pansy orchid, mentum
__orchidales_1	burmanniaceae, plant order, liliidae
__orchis_1	orchid, genus orchis
__order_10	marching orders, armed forces, bid
__order_12	state, rule of law, concord
__order_13	word order, arrangement
__order_14	spit and polish, tidiness
__order_16	indent, commercial document
__order_18	mover, closure, interpellation, previous question, prescript
__order_2	bespeak, call, commission
__order_21	taxon, class, animal order, biological science, plant order, protoctist order, family
__order_23	architecture, artistic style
__order_24	organisation, sequence
__order_5	arrange, clean up
__order_arms_1	manual, attitude
__order_book_1	book, order of the day
__order_of_the_day_1	agenda, order book
__order_ornithischia_1	marginocephalia, archosauria, ornithischian, genus staurikosaurus, genus pisanosaurus
__order_orthoptera_1	acrididae, family stenopelmatidae
__order_ostracodermi_1	cephalaspida, agnatha, ostracoderm
__order_palmales_1	arecaceae, plant order, arecidae
__order_pandanales_1	cattail family, bur reed family, plant order, family pandanaceae
__order_papaverales_1	family fumariaceae, family papaveraceae, plant order, dilleniidae
__order_passeriformes_1	oscines, aves, clamatores, passeriform bird, menurae
__order_pectinibranchia_1	animal order, cypraeidae
__order_pediculati_1	antennariidae, batrachoididae, family lophiidae, acanthopterygii
__order_pedipalpi_1	arachnida, genus mastigoproctus, whip scorpion, animal order
__order_pelecaniformes_1	family fregatidae, animal order, family phalacrocoracidae, family phaethontidae, family pelecanidae, anhingidae
__order_pelycosauria_1	subclass synapsida, edaphosauridae, animal order, genus dimetrodon
__order_perciformes_1	family opisthognathidae, family trichodontidae, family rachycentridae, esocidae, family percidae, scombroidea, acanthuridae, eleotridae, family serranidae, family toxotidae, embiotocidae, animal order, family priacanthidae, family sciaenidae, family pomacentridae, brotulidae, mugiloidea, callionymidae, family gobiesocidae, family scaridae, chaetodontidae, family lutjanidae, bream, family kyphosidae, family ophidiidae, perch, apogonidae, percoid, family microdesmidae, carapidae, family trichiuridae, bramidae, coryphaenidae, centrarchidae, family haemulidae, family polynemidae, family gempylidae, family stromateidae, family mullidae, family gobiidae, centropomidae
__order_perissodactyla_1	eutheria, odd toed ungulate
__order_peronosporales_1	fungus order, albuginaceae
__order_pezizales_1	discomycetes, family pezizaceae, family sarcoscyphaceae
__order_phallales_1	family phallaceae, fungus genus, carrion fungus, dog stinkhorn
__order_phasmatodea_1	family phasmatidae, animal order, class hexapoda
__order_pholidota_1	animal order, family manidae
__order_piciformes_1	family picidae, capitonidae, family galbulidae, family indicatoridae
__order_piperales_1	family saururaceae, plant order, family piperaceae, chloranthaceae
__order_plantaginales_1	family plantaginaceae, plant order
__order_platyctenea_1	platyctenean, class tentaculata
__order_plecoptera_1	plecopteran, animal order, class hexapoda
__order_plectognathi_1	family monocanthidae, family ostraciidae, animal order, acanthopterygii
__order_plumbaginales_1	order primulales, plant order
__order_polemoniales_1	convolvulaceae, family hydrophyllaceae, family polemoniaceae, broomrape family, family scrophulariaceae, family martyniaceae, family verbenaceae, borage family, family pedaliaceae, bladderwort family
__order_polygonales_1	buckwheat family, class dicotyledonae, plant order
__order_polymastigina_1	genus hexamita, genus costia, polymastigote, chilomastix
__order_primates_1	adapid, animal order, strepsirhini, anthropoidea, prosimii, lemuroidea, eutheria, omomyid, suborder tarsioidea
__order_primulales_1	family myrsinaceae, order plumbaginales, plant order, class dicotyledonae, family plumbaginaceae
__order_proboscidea_1	proboscidean, family gomphotheriidae, animal order, elephantidae
__order_procellariiformes_1	diomedeidae, procellariiform seabird, animal order, family pelecanoididae, aves, family procellariidae, family hydrobatidae
__order_proteales_1	class dicotyledonae
__order_protura_1	animal order, proturan
__order_pseudomonadales_1	animal order, division eubacteria, athiorhodaceae, family spirillaceae, family nitrobacteriaceae
__order_psilophytales_1	family rhyniaceae, psilophyte, family psilophytaceae, division pteridophyta
__order_psilotales_1	class psilopsida, family psilotaceae
__order_psittaciformes_1	family psittacidae, aves, animal order
__order_pterosauria_1	family pterodactylidae, archosauria
__order_pulmonata_1	family helicidae, class gasteropoda, family physidae
__order_pycnogonida_1	pycnogonid
__order_radiolaria_1	animal order, actinopoda
__order_ranales_1	magnoliidae, annonaceae, family nymphaeaceae, family lauraceae, family menispermaceae, family paeoniaceae, calycanthaceae, barberry family, family lardizabalaceae
__order_raptores_1	aves, animal order
__order_rhamnales_1	plant order
__order_rheiformes_1	animal order
__order_rhynchocephalia_1	lepidosauria, genus sphenodon, animal order
__order_rickettsiales_1	animal order, division eubacteria, chlamydiaceae
__order_rodentia_1	sciuromorpha, hystricomorpha, naked mole rat, myomorpha, gnawer
__order_rosales_1	rosidae, family saxifragaceae, plant order, crassulaceae, connaraceae, connarus, family rosaceae, family platanaceae, fabaceae
__order_rubiales_1	family valerianaceae, dipsacaceae, plant order, family rubiaceae, caprifoliaceae
__order_salicales_1	class dicotyledonae
__order_santalales_1	family santalaceae, family loranthaceae, plant order
__order_sapindales_1	family hippocastanaceae, bladdernut family, plant order
__order_saprolegniales_1	genus saprolegnia, class oomycetes
__order_sarcosporidia_1	animal order, genus sarcocystis
__order_sarraceniales_1	family nepenthaceae, droseraceae
__order_saurischia_1	saurischian, animal order
__order_sauropterygia_1	animal order, nothosauria
__order_scandentia_1	eutheria, family tupaiidae
__order_sclerodermatales_1	class gasteromycetes, family tulostomaceae, fungus order
__order_scleroparei_1	animal order, family hexagrammidae, dactylopteridae, acanthopterygii
__order_scorpionida_1	scorpion, arachnida
__order_scrophulariales_1	class dicotyledonae, plant order
__order_secotiales_1	fungus order, family secotiaceae
__order_selaginellales_1	family selaginellaceae, class lycopodiate
__order_siluriformes_1	ameiuridae, animal order, catfish, malacopterygii
__order_siphonaptera_1	flea, family pulicidae, class hexapoda, genus tunga, echidnophaga
__order_siphonophora_1	siphonophore, genus nanomia, genus physalia
__order_sirenia_1	eutheria, animal order
__order_solenichthyes_1	family fistulariidae, family macrorhamphosidae, animal order, family syngnathidae, family gasterosteidae, centriscidae, aulostomidae
__order_spatangoida_1	animal order, class echinoidea
__order_sphaeriales_1	family sphaeriaceae, fungus order, family xylariaceae
__order_sphaerocarpales_1	plant order, class hepaticae
__order_sphagnales_1	genus sphagnum, plant order
__order_sphenisciformes_1	aves, animal order, family spheniscidae
__order_spirochaetales_1	division eubacteria
__order_squamata_1	lepidosauria, ophidia, animal order, lacertilia
__order_stegocephalia_1	amphibia, animal order
__order_stereospondyli_1	animal order, labyrinthodonta
__order_stomatopoda_1	stomatopod, family squillidae, mantis crab
__order_strigiformes_1	bird of minerva, aves, animal order, family tytonidae
__order_struthioniformes_1	aves
__order_synentognathi_1	family hemiramphidae, family scomberesocidae, exocoetidae
__order_taxales_1	class coniferopsida, plant order
__order_temnospondyli_1	animal order, labyrinthodonta
__order_testacea_1	genus difflugia, testacean, animal order
__order_thecodontia_1	thecodont, archosauria
__order_therapsida_1	animal order, chronoperates, subclass synapsida, protomammal, cynodontia
__order_thysanoptera_1	thysanopter, family thripidae, animal order, class hexapoda
__order_thysanura_1	animal order, thysanuran insect, family machilidae
__order_tinamiformes_1	ratitae, animal order
__order_torpediniformes_1	elasmobranchii, animal order, family torpedinidae
__order_tremellales_1	basidiomycetes, dacrymycetaceae, fungus order, family tremellaceae, auriculariaceae
__order_trichoptera_1	trichopteran, animal order
__order_trogoniformes_1	aves, animal order, family trogonidae
__order_tuberales_1	family tuberaceae, ascomycota
__order_tubulidentata_1	eutheria, animal order
__order_tulostomatales_1	calostomataceae, class gasteromycetes, fungus order
__order_ulvales_1	family ulvaceae
__order_umbellales_1	apiaceae, araliaceae, rosidae, cornaceae
__order_uredinales_1	rust, basidiomycetes, family melampsoraceae
__order_urticales_1	family moraceae, class dicotyledonae, plant order, family urticaceae
__order_ustilaginales_1	smut, family ustilaginaceae, family tilletiaceae
__order_volvocales_1	chlorophyceae, family volvocaceae
__order_xiphosura_1	family limulidae
__order_zeomorphi_1	animal order, family zeidae, acanthopterygii
__orderly_1	soldier, attendant
__ordinance_2	legislative act, jurisprudence
__ordinance_3	holy order, laying on of hands, appointment
__ordinary_1	jurisprudence, judge
__ordinary_5	bar sinister, heraldry
__ordnance_survey_1	administrative body
__ordovician_1	geological period, paleozoic
__ore_1	uranium ore, mineral
__organ_1	internal organ, contractile organ, gland, clapper, siphon, body part, wing, lobe, cell organ, external organ, foot, end organ, comb plate
__organ_5	clavier, keyboard, stop, foot lever, organ pipe
__organ_of_corti_1	organ of hearing, cochlea
__organ_of_hearing_1	ear, receptor, organ of corti
__organ_of_speech_1	larynx, glottis, articulator
__organ_pipe_1	wind, organ
__organ_transplant_1	operation, corneal graft
__organic_1	guano, fertiliser, manure, fish meal
__organic_chemistry_1	being
__organic_compound_1	creosote, phenol, hydrocarbon, amino acid, aliphatic compound, glycoside, amide, aldehyde, alkaloid, ketone, furan, chemical compound, thiazine, macromolecule, cyanide
